주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
194-2-000055,전하1동(544-133),공영,노외,,울산광역시 동구 전하동 544-133,8,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.512862,129.429091,2018-06-30,3710000,울산광역시 동구
194-1-000016,전하1동주차장,공영,노상,,울산광역시 동구 전하1동(전하1동 주택가이면도로),167,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.519828,129.430901,2018-06-30,3710000,울산광역시 동구
194-1-000017,전하2동주차장,공영,노상,,울산광역시 동구 전하2동(전하2동 주택가이면도로),110,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.508757,129.425811,2018-06-30,3710000,울산광역시 동구
194-1-000018,전하2동주차장,공영,노상,,울산광역시 동구 전하2동(구 전하3동주택가이면도로),461,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.508757,129.425811,2018-06-30,3710000,울산광역시 동구
194-2-000058,전하공영주차장,공영,노외,울산광역시 동구 진성8길 119(전하동),울산광역시 동구 전하동 638-4,147,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,혼합,30,500,10,200,10,10000,60000,현금+신용카드,월~금(08:00~23:00) 유료,울산광역시 동구청,052-209-3722,35.510765,129.429465,2018-06-30,3710000,울산광역시 동구
194-2-000039,전하동(280-3),공영,노외,,울산광역시 동구 전하동 280-3,240,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.518772,129.431111,2018-06-30,3710000,울산광역시 동구
194-2-000056,전하동(300),공영,노외,,울산광역시 동구 전하동 300,340,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.517711,129.428181,2018-06-30,3710000,울산광역시 동구
194-2-000068,전하시장 공영주차장,공영,노외,,울산광역시 동구 전하동 451-3,33,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,혼합,30,500,10,200,10,10000,60000,현금,"월~금(09:00~18:00), 토(09:00~13:00) 유료",울산광역시 동구청,052-209-3722,35.513592,129.430963,2018-06-30,3710000,울산광역시 동구
194-2-000074,제설차량전진기지,공영,노외,,울산광역시 동구 방어동 1276,45,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.513449,129.399812,2018-06-30,3710000,울산광역시 동구
194-2-000023,주전군부대앞,공영,노외,,"울산광역시 동구 주전동 714-10, 714-4",83,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.552267,129.456103,2018-06-30,3710000,울산광역시 동구
194-2-000027,주전몽돌해변,공영,노외,,울산광역시 동구 주전동 748,132,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.569375,129.453215,2018-06-30,3710000,울산광역시 동구
194-2-000001,주전북구경계,공영,노외,,"울산광역시 동구 주전동 548-2, 548-3",73,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.571413,129.452272,2018-06-30,3710000,울산광역시 동구
194-2-000025,주전새마을다리,공영,노외,,울산광역시 동구 주전동 32-5 외 4,59,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.565276,129.455479,2018-06-30,3710000,울산광역시 동구
194-1-000069,주전직선화도로 주차장,공영,노상,,"울산광역시 동구 서부동 산189-13, 동부동 133, 동부동 산183-12",25,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.521765,129.427198,2018-06-30,3710000,울산광역시 동구
194-2-000064,주전해안길,공영,노외,,울산광역시 동구 주전동 296-4,13,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.555611,129.458078,2018-06-30,3710000,울산광역시 동구
194-1-000071,중마을 공영주차장,공영,노상,,울산광역시 동구 동해안로 632,21,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.562807,129.456004,2018-06-30,3710000,울산광역시 동구
194-1-000014,학문로 개구리주차장,공영,노상,울산광역시 동구 학문로 6-1~36-1(일산동),울산광역시 동구 일산동 478,42,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.503854,129.429473,2018-06-30,3710000,울산광역시 동구
194-1-000079,화암 등대길 주차장,공영,노상,울산광역시 동구 화암등대길 50,"울산광역시 동구 방어동 958, 방어동 965",434,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.476258,129.415833,2018-06-30,3710000,울산광역시 동구
194-2-000036,화정공영지하주차장,공영,노외,울산광역시 동구 대송로 140(화정동),울산광역시 동구 화정동 857-1,136,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,혼합,30,500,10,200,10,10000,60000,현금,월~금(08:00~19:00)유료,울산광역시 동구청,052-209-3722,35.495881,129.422597,2018-06-30,3710000,울산광역시 동구
194-2-000003,화정동(105),공영,노외,,울산광역시 동구 화정동 105,40,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.499667,129.416891,2018-06-30,3710000,울산광역시 동구
194-2-000049,화정동(138-38),공영,노외,,울산광역시 동구 화정동 138-38,5,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.503345,129.419278,2018-06-30,3710000,울산광역시 동구
194-2-000005,화정동(600-16),공영,노외,,울산광역시 동구 화정동 600-16,12,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.501329,129.423431,2018-06-30,3710000,울산광역시 동구
194-2-000006,화정동(607-30),공영,노외,,울산광역시 동구 화정동 607-30,8,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.498777,129.424429,2018-06-30,3710000,울산광역시 동구
194-2-000031,화정동(871-13),공영,노외,,울산광역시 동구 화정동 871-13,7,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.491937,129.421495,2018-06-30,3710000,울산광역시 동구
194-2-000043,화정동(879-17),공영,노외,,울산광역시 동구 화정동 879-17,6,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.491804,129.421049,2018-06-30,3710000,울산광역시 동구
194-2-000042,화정동(880-21),공영,노외,,울산광역시 동구 화정동 880-21,7,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,울산광역시 동구청,052-209-3722,35.491701,129.421621,2018-06-30,3710000,울산광역시 동구
317-4-000003,회문산자연휴양림 주차장,민영,노외,전라북도 순창군 구림면 안심길 214,전라북도 순창군 구림면 안정리 40-2,60,1,미시행,평일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,회문산자연휴양림,063-653-4779,35.5021,127.121297,2018-07-31,4770000,전라북도 순창군
317-4-000001,대성주차장,민영,노외,전라북도 순창군 순창읍 순창로 198-3,전라북도 순창군 순창읍 남계리 554-2,28,1,미시행,평일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,1000,30,500,24,10000,49500,"현금, 신용카드",,대성주차장,063-653-9881,35.3746,127.142523,2018-07-31,4770000,전라북도 순창군
317-2-000009,일품공원주차장,공영,노외,전라북도 순창군 순창읍 장류로 407-7,전라북도 순창군 순창읍 남계리 301-2,76,1,미시행,평일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,전라북도 순창군청,063-650-1328,35.378234,127.147571,2018-07-31,4770000,전라북도 순창군
317-2-000008,여성회관주차장,공영,노외,전라북도 순창군 순창읍 장류로 407-11,전라북도 순창군 순창읍 남계리 283-2,12,1,미시행,평일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,전라북도 순창군청,063-650-1328,35.379653,127.146,2018-07-31,4770000,전라북도 순창군
317-2-000007,예수재림교회 인근,공영,노외,전라북도 순창군 순창읍 순창7길 10,전라북도 순창군 순창읍 순화리 184,10,1,미시행,평일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,전라북도 순창군청,063-650-1328,35.376494,127.141473,2018-07-31,4770000,전라북도 순창군
317-2-000006,SK주유소 인근주차장,공영,노외,,전라북도 순창군 순창읍 순화리 98-5,11,1,미시행,평일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,전라북도 순창군청,063-650-1328,35.379094,127.139,2018-07-31,4770000,전라북도 순창군
317-2-000005,노인건강증진센터주차장,공영,노외,전라북도 순창군 순창읍 순창3길 8,전라북도 순창군 순창읍 남계리 656,13,1,미시행,평일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,전라북도 순창군청,063-650-1328,35.374647,127.141,2018-07-31,4770000,전라북도 순창군
317-2-000004,순창시장주차장,공영,노외,전라북도 순창군 순창읍 남계로 62-7,전라북도 순창군 순창읍 남계리 800-8,83,1,미시행,평일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,전라북도 순창군청,063-650-1328,35.374168,127.144537,2018-07-31,4770000,전라북도 순창군
317-2-000003,구서장관사주차장,공영,노외,,전라북도 순창군 순창읍 남계리 436,30,1,미시행,평일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,전라북도 순창군청,063-650-1328,35.374635,127.144305,2018-07-31,4770000,전라북도 순창군
317-2-000002,순창공영주차장,공영,노외,전라북도 순창군 순창읍 교성2길 25,전라북도 순창군 순창읍 교성리72-1,23,1,미시행,평일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,전라북도 순창군청,063-650-1328,35.373838,127.136486,2018-07-31,4770000,전라북도 순창군
317-2-000001,천변 주차장,공영,노외,,전라북도 순창군 순창읍 남계리 964,70,1,미시행,평일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,0,0,0,0,0,,,전라북도 순창군청,063-650-1328,35.375416,127.148,2018-07-31,4770000,전라북도 순창군
364-3-000001,영양군청 주차장,공영,부설,경상북도 영양군 영양읍 군청길 37,경상북도 영양군 영양읍 서부리 379-1,164,4,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-6222,36.666703,129.11251,2018-02-20,5170000,경상북도 영양군
364-3-000002,선바위관광지,공영,부설,경상북도 영양군 입암면 영양로 883-16,경상북도 영양군 입암면 신구리 95,39,4,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-5372,36.607605,129.081626,2018-02-20,5170000,경상북도 영양군
364-3-000003,청기면사무소주차장,공영,부설,경상북도 영양군 청기면 청기1길 9-6,경상북도 영양군 청기면 청기리 791-1,17,4,미시행,평일+토요일+공휴일,6:00,24:00:00,6:00,24:00:00,6:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-5613,36.661177,129.062285,2018-02-20,5170000,경상북도 영양군
364-3-000004,청기면복지회관주차장,공영,부설,경상북도 영양군 청기면 청기로 1139,경상북도 영양군 청기면 청기리 758-3,15,4,미시행,평일+토요일+공휴일,6:00,24:00:00,6:00,24:00:00,6:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-5613,36.660833,129.063314,2018-02-20,5170000,경상북도 영양군
364-3-000005,산촌생활박물관 주차장,공영,부설,경상북도 영양군 입암면 영양로 963,경상북도 영양군 입암면 연당리 20,47,4,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-5361,36.655213,129.148408,2018-02-20,5170000,경상북도 영양군
364-3-000006,보건소,공영,부설,경상북도 영양군 영양읍 동서대로 82,경상북도 영양군 영양읍 동부리 164-1,30,4,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-5112,36.661944,129.118066,2018-02-20,5170000,경상북도 영양군
364-3-000007,농업기술센터,공영,부설,경상북도 영양군 영양읍 영양창수로 339,경상북도 영양군 영양읍 대천리 568,125,4,미시행,평일+토요일+공휴일,9:00,24:00:00,9:00,24:00:00,9:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-5212,36.614826,129.084262,2018-02-20,5170000,경상북도 영양군
364-3-000008,영양읍사무소,공영,부설,경상북도 영양군 영양읍 군청길 53,경상북도 영양군 영양읍 동부리 550-10,40,4,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-5411,36.594255,129.09026,2018-02-20,5170000,경상북도 영양군
364-3-000009,입암면,공영,부설,경상북도 영양군 입암면 조기리길 10,경상북도 영양군 입암면 신구리 481-3,18,4,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-5512,36.593245,129.090291,2018-02-20,5170000,경상북도 영양군
364-3-000010,입암면복지회관,공영,부설,경상북도 영양군 입암면 조기리길 18,경상북도 영양군 입암면 신구리 480-3,11,4,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-5512,36.667058,129.11422,2018-02-20,5170000,경상북도 영양군
364-3-000011,입암면복지회관건너편,공영,부설,경상북도 영양군 입암면 조기리길 18,경상북도 영양군 입암면 신구리 460-1,26,4,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-5512,36.594016,129.089874,2018-02-20,5170000,경상북도 영양군
364-3-000012,일월면,공영,부설,경상북도 영양군 일월면 영양로 2419,경상북도 영양군 일월면 도계리 653-2,20,4,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-5714,36.702316,129.128903,2018-02-20,5170000,경상북도 영양군
364-3-000013,수비면,공영,부설,경상북도 영양군 수비면 한티로 503,경상북도 영양군 수비면 발리리 503-1,18,4,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-5811,36.765093,129.20255,2018-02-20,5170000,경상북도 영양군
364-3-000014,석보면,공영,부설,경상북도 영양군 석보면 원리3길 19,경상북도 영양군 석보면 원리리 292,22,4,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,60,0,,,,,,,,경상북도 영양군청,054-680-5913,36.558028,129.124534,2018-02-20,5170000,경상북도 영양군
318-2-000001,고창읍성,공영,노외,전라북도 고창군 고창읍 동리로 117,전라북도 고창군 고창읍 읍내리 182-6,158,1,미시행,평일+토요일+공휴일,1:00,23:59,1:00,23:59,1:00,23:59,무료,60,0,,,,,,,,전라북도 고창군청,063-560-2572,35.433236,126.705539,2018-07-31,4780000,전라북도 고창군
318-2-000002,군산아구찜,공영,노외,전라북도 고창군 고창읍 성산2길 41,전라북도 고창군 고창읍 읍내리 197-1,120,1,미시행,평일+토요일+공휴일,1:00,23:59,1:00,23:59,1:00,23:59,무료,60,0,,,,,,,,전라북도 고창군청,063-560-2572,35.435491,126.700562,2018-07-31,4780000,전라북도 고창군
318-2-000003,고창읍사무소,공영,노외,전라북도 고창군 고창읍 모양성로 26,전라북도 고창군 고창읍 교촌리 281-15,56,1,미시행,평일+토요일+공휴일,1:00,23:59,1:00,23:59,1:00,23:59,무료,60,0,,,,,,,,전라북도 고창군청,063-560-2572,35.434886,126.702331,2018-07-31,4780000,전라북도 고창군
318-2-000004,재래시장(동편),공영,노외,전라북도 고창군 고창읍 시장안길 31,전라북도 고창군 고창읍 읍내리 366-11,53,1,미시행,평일+토요일+공휴일,1:00,23:59,1:00,23:59,1:00,23:59,무료,60,0,,,,,,,,전라북도 고창군청,063-560-2572,35.432271,126.699409,2018-07-31,4780000,전라북도 고창군
318-2-000005,재래시장(서편),공영,노외,전라북도 고창군 고창읍 시장안길 23,전라북도 고창군 고창읍 읍내리 561,42,1,미시행,평일+토요일+공휴일,1:00,23:59,1:00,23:59,1:00,23:59,무료,60,0,,,,,,,,전라북도 고창군청,063-560-2572,35.432591,126.697851,2018-07-31,4780000,전라북도 고창군
318-2-000006,천주교 앞,공영,노외,전라북도 고창군 고창읍 서문1길 8-2,전라북도 고창군 고창읍 읍내리 413-27,30,1,미시행,평일+토요일+공휴일,1:00,23:59,1:00,23:59,1:00,23:59,무료,60,0,,,,,,,,전라북도 고창군청,063-560-2572,35.430151,126.699728,2018-07-31,4780000,전라북도 고창군
